Lat,Long,Provider ID,Name,License Type,License Status,Initial License Date ,Capacity,Address,Phone#
40.0443989,-111.7321518,47520,"LESSERT, KATIE DBA K&L DESIGN",LICENSED FAMILY,REGULATED,4/21/16,16,"PAYSON, UT 84651",(801) 885-0863
40.7458971,-111.8314895,13336,LET ME SHINE CHRISTIAN PLAYSCHOOL/PRESCHOOL,CENTER,REGULATED,9/3/02,66,"1070 SOUTH FOOTHILL DRIVE SALT LAKE CITY, UT 84108",(801) 583-6400
41.0908187,-112.04284,29842,LET THEM BE KIDS!,CENTER,REGULATED,5/16/11,109,"872 WEST 1600 SOUTH CLEARFIELD, UT 84015",(801) 825-4769
40.3363082,-111.9880199,26779,"LEWIS, KATIE DBA KIDDIE KOTTAGE DAYCARE",LICENSED FAMILY,REGULATED,5/15/06,8,"EAGLE MOUNTAIN, UT 84005",(801) 789-2442
40.5984908,-112.0357137,64514,"LEYVA, ALEJANDRA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/19/18,,"WEST JORDAN, UT 84081",(385) 229-5722
40.683554,-111.987146,36975,"LIBAN, AMINA HASSAN",LICENSED FAMILY,REGULATED,1/22/14,16,"WEST VALLEY, UT 84120-4040",(801) 661-8545
40.5141147,-112.0329938,57594,"LIBBY, MICAELA TOVO DBA MI BILINGUAL DAYCARE",LICENSED FAMILY,REGULATED,7/23/18,16,"HERRIMAN, UT 84096",(801) 588-9398
40.7569389,-111.8836874,27232,LIBERTY ELEMENTARY AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,1/1/90,,"SALT LAKE CITY, UT 84111",(801) 578-8180
40.7591946,-111.927377,28358,LIED BOYS & GIRLS CLUB YOUTH PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,11/16/15,,"464 S CONCORD ST SALT LAKE CITY, UT 84104",(801) 364-9118
40.5517716,-111.9185273,27002,LIFETIME FITNESS CLUB OPERATIONS CO. INC SCHOOL AGE PROG,OUT OF SCHOOL TIME PROGRAM,REGULATED,8/4/06,152,"10996 SOUTH RIVER FRONT PARKWAY SOUTH JORDAN, UT 84095",(801) 302-0909
37.0960727,-113.5830103,61575,LIL ROCKERS CLUBHOUSE,CENTER,REGULATED,4/27/18,46,"12 E 700 S ST GEORGE, UT 84770",(435) 628-1085
41.83791,-111.832133,60655,LIL' RASCALS PRESCHOOL AND DAYCARE,CENTER,REGULATED,3/9/18,70,"72 N MAIN SMITHFIELD, UT 84335",(435) 563-0440
40.7095135,-111.9641728,64536,"LINAN,ISABEL","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/19/18,,"WEST VALLEY CITY, UT 84119",(801) 946-1257
41.0885721,-111.9767659,52574,LINCOLN ELEMENTARY SCHOOL,"EXEMPT SCHOOL AGE PROGRAM, BACKGROUND CHECKS BY CCL",REGULATED,12/21/16,,"591 W 2000 N LAYTON, UT 84041",(801) 402-2450
40.6901439,-111.878923,28577,LINCOLN ELEMENTARY SCHOOL FOOD SERVICES,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,11/23/10,,"450 E 3700 S SALT LAKE CITY, UT 84115",(385) 646-4321
40.3882329,-111.7256936,62715,"LINDSEY, STACIA B","DWS APPROVED, FFN",REGULATED,5/17/18,,"PLEASANT GROVE, UT 84062",(509) 217-6846
40.5984908,-112.0357137,27836,"LINTZ, AMBER",LICENSED FAMILY,REGULATED,3/10/08,8,"WEST JORDAN, UT 84081",(801) 915-5390
40.114955,-111.654923,6527,"LIRA, MARINA",LICENSED FAMILY,REGULATED,3/21/08,16,"SPANISH FORK, UT 84660",(801) 787-4010
40.722397,-111.8726485,13224,LIT'L SCHOLARS LEARNING CENTER SUGARHOUSE,CENTER,REGULATED,7/8/02,164,"653 EAST SIMPSON AVENUE SALT LAKE CITY, UT 84106",(801) 467-8545
40.666652,-111.943715,15096,LIT'L SCHOLARS LEARNING CENTER TAYLORSVILLE INC.,CENTER,REGULATED,3/5/04,95,"4732 SOUTH 1950 WEST TAYLORSVILLE, UT 84118",(801) 955-8988
41.2263101,-111.9733009,59694,LITTLE ADVENTURE DAYCARE,CENTER,REGULATED,11/27/17,88,"2233 GRANT AVE OGDEN, UT 84401",(801) 903-9736
40.6865195,-111.5562391,36816,LITTLE ADVENTURES CHILDREN'S CENTER @ CANYONS,CENTER,REGULATED,1/28/14,72,"4000 CANYONS RESORT DRIVE PARK CITY, UT 84098",(435) 615-8036
40.5969392,-112.4710315,38814,LITTLE APPLES DAY CARE CENTER,CENTER,REGULATED,8/15/14,45,"225 WEST APPLE STREET GRANTSVILLE, UT 84029",(435) 830-0907
41.7446096,-111.8096409,49534,LITTLE BLUE AFTER SCHOOL CLUB,"EXEMPT SCHOOL AGE PROGRAM, BACKGROUND CHECKS BY CCL",REGULATED,6/30/16,,"6700 EBLS LOGAN, UT 84322",(435) 764-5274
41.486517,-112.0214656,26433,LITTLE BRIGHAM AGGIES,CENTER,REGULATED,1/9/06,49,"195 WEST 1100 SOUTH BRIGHAM CITY, UT 84302",(435) 919-1250
40.6091197,-111.9836418,27930,LITTLE CRITTERS LEARNING CENTER,CENTER,REGULATED,7/28/08,225,"3879 WEST 7800 SOUTH WEST JORDAN, UT 84088",(801) 280-4448
40.4495697,-109.5279553,28217,LITTLE DOODA'S INC,CENTER,REGULATED,3/11/09,49,"425 S VERNAL AVENUE BUILDING B VERNAL, UT 84078",(435) 789-3222
37.1024992,-113.579466,31215,LITTLE HARVARD ACADEMY,CENTER,REGULATED,2/8/12,87,"188 E 300 S STE C SAINT GEORGE, UT 84770",(435) 688-1138
40.595367,-111.871779,29482,LITTLE LAMBS PLAY & LEARN,CENTER,REGULATED,3/28/11,55,"8575 S 700 E SANDY, UT 84070",(801) 255-8181
38.2758187,-112.6475782,57879,"LITTLE LEAPERS CHILD CARE CENTER, LLC",CENTER,REGULATED,6/27/17,35,"100 N 360 W BEAVER, UT 84713",(435) 310-0637
39.6015505,-110.8068122,49715,"LITTLE LEARNERS OF PRICE, LLC",CENTER,REGULATED,6/10/16,73,"130 N 200 E PRICE, UT 84501",(435) 637-5437
40.3902172,-111.8405661,45717,LITTLE LEHI LEARNERS AT LEHI HIGH SCHOOL,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,10/1/15,,"180 N 500 E LEHI, UT 84043",(801) 610-8805
40.7508774,-111.8552749,44815,LITTLE LEOPARDS AT EAST HIGH,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/21/15,,"840 S 1300 E SALT LAKE CITY, UT 84102",(801) 583-1661
40.7367179,-111.489119,11665,LITTLE MINERS MONTESSORI,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,8/17/01,,"1091 E BEEHIVE DR PARK CITY, UT 84098",(435) 940-1822
41.1404393,-112.0446096,32196,LITTLE MUNCHKINS CHILDCARE AND PRE-SCHOOL,CENTER,REGULATED,8/1/12,111,"928 WEST 1800 NORTH SUITE A CLINTON, UT 84015",(801) 525-4587
40.461075,-109.5450472,32015,"LITTLE PEEPS CHILDCARE CENTER, LLC",CENTER,REGULATED,5/23/12,38,"360 N 900 W VERNAL, UT 84078",(435) 790-6231
40.7161015,-111.8856203,3925,LITTLE RASCALS CHILDCARE-PRESCHOOL,CENTER,REGULATED,4/1/92,30,"186 EAST WHITLOCK AVENUE SALT LAKE CITY, UT 84115",(801) 487-9441
41.1258709,-112.0264452,30074,LITTLE RASCALS PRESCHOOL & DAYCARE,CENTER,REGULATED,8/8/11,85,"835 N MAIN, SUITE #1 SUNSET, UT 84015",(801) 779-2273
41.2589769,-111.9737443,28653,LITTLE SEED EVOLUTION CHILD CARE CENTER LLC,CENTER,REGULATED,3/10/10,63,"259 2ND STREET OGDEN, UT 84404",(801) 393-4054
40.6310036,-112.3037912,44975,LITTLE STALLION PRESCHOOL AT STANSBURY HIGH SCHOOL,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,9/10/15,,"5300 ABERDEEN LANE STANSBURY PARK, UT 84074",(435) 830-5653
41.7539978,-111.8282363,42335,LITTLE WONDERS - NORTH,CENTER,REGULATED,5/18/15,136,"240 EAST 1250 NORTH LOGAN, UT 84341",(435) 753-6080
41.674278,-111.833893,26965,LITTLE WONDERS LEARNING CENTER,CENTER,REGULATED,10/2/06,210,"3223 SOUTH MAIN NIBLEY, UT 84321",(435) 752-2266
41.7572296,-111.8435838,54714,LITTLE WONDERS WEST,CENTER,REGULATED,12/21/16,106,"380 WEST 1400 NORTH LOGAN, UT 84341",(435) 213-9553
41.1107771,-112.0260538,58005,"LITTLE, CHARITIE","DWS APPROVED, FFN",REGULATED,7/10/17,,"CLEARFIELD, UT 84015",(801) 678-3200
40.6988631,-112.0416754,65700,"LIU, MUI","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/1/18,,"WEST VALLEY CITY, UT 84128",(801) 913-9806
40.7095135,-111.9641728,59263,"LIVINGSTON, COLLEEN",LICENSED FAMILY,REGULATED,11/9/17,16,"WEST VALLEY CITY, UT 84119",(801) 520-2860
41.223,-111.9738304,26306,"LIZARRAGA, MARTHA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,11/8/05,,"OGDEN, UT 84404",(385) 626-4738
41.176494,-112.0357137,63657,"LIZARRAGA, OLGA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/25/18,,"ROY, UT 84067",(801) 680-5551
40.4555157,-109.5287479,36357,"LLEWELYN, TERRY DBA CARLEE'S CHILD CARE",LICENSED FAMILY,REGULATED,10/28/13,16,"VERNAL, UT 84078",(435) 219-7726
40.6258565,-111.8356655,59576,"LMS STUDIO, LLC","EXEMPT DROP-IN CENTER, BACKGROUND CHECKS BY CCL",REGULATED,10/11/17,,"6910 HIGHLAND DR COTTONWOOD HEIGHTS, UT 84121",(801) 652-5368
40.1372246,-111.596693,13309,"LOLLIPOP'S, LLC",CENTER,REGULATED,6/29/07,66,"1497 WEST 800 NORTH MAPLETON, UT 84664",(801) 491-6661
40.2814786,-111.7733902,66039,"LOMELI, SELENA HILDA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/17/18,,"OREM, UT 84058",(801) 960-0957
40.415391,-111.781812,28719,LONE PEAK HIGH SCHOOL CAMELOT KIDS,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,4/27/10,,"10189 N 4800 W HIGHLAND, UT 84003",(801) 610-8810
40.7091121,-112.1016088,51994,"LOPEZ, BETTY","DWS APPROVED, FFN",REGULATED,10/11/16,,"MAGNA, UT 84044",(801) 597-1426
40.6599468,-111.9963275,65359,"LOPEZ, CAROLINA ARACELY","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/16/18,,"KEARNS, UT 84118",(801) 577-9398
40.2128559,-111.7256936,798,"LOPEZ, CONNIE E.",LICENSED FAMILY,REGULATED,5/1/93,16,"PROVO, UT 84601",(801) 370-0168
38.5733155,-109.5498395,443,"LOPEZ, SANDRA DBA JASPER'S DAYCARE",LICENSED FAMILY,REGULATED,3/1/91,16,"MOAB, UT 84532",(435) 260-2467
40.6210656,-111.8171374,65377,"LOTAMO, LIEKINA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/18/18,,"SALT LAKE CITY, UT 84121",(385) 274-9311
40.57844,-111.9359011,3718,LOTSA TOTS CHILD CARE CENTER,CENTER,REGULATED,4/1/93,93,"10447 SOUTH 1585 WEST SOUTH JORDAN, UT 84095",(801) 254-3918
40.5374493,-111.9872281,27056,LOTSA TOTS II,CENTER,REGULATED,8/21/06,112,"4038 WEST 11800 SOUTH SOUTH JORDAN, UT 84095",(801) 254-3918
40.6777307,-111.9477777,39337,"LOTT, AUBREY DBA FAIRY GODMOTHER'S PLACE",LICENSED FAMILY,REGULATED,10/29/14,12,"TAYLORSVILLE, UT 84129",(801) 969-0210
40.7345053,-111.8628205,1878,"LOVATO, ANN",RESIDENTIAL CERTIFICATE,REGULATED,9/6/94,8,"SALT LAKE CITY, UT 84105",(801) 860-7040
40.3882329,-111.7256936,14763,"LOWDER, KRISTINA DBA KRISTINA LOWDER CHILD CARE INC.",LICENSED FAMILY,REGULATED,8/16/88,8,"PLEASANT GROVE, UT 84062",(801) 471-1891
40.6620696,-111.8866683,2046,"LOZANO, BARBARA DBA BARBARA'S DAY CARE",LICENSED FAMILY,REGULATED,7/17/86,8,"MURRAY, UT 84107",(801) 262-7313
40.6599468,-111.9963275,13588,"LOZANO, MARIA DE LOURDES DBA SNOOPY DAY CARE, LLC",LICENSED FAMILY,REGULATED,11/25/02,16,"KEARNS, UT 84118",(801) 558-8816
40.6609843,-111.9164779,15941,"LUCAS, REBECCA DBA WORLD OF WONDER DAY SCHOOL",LICENSED FAMILY,REGULATED,11/17/04,12,"TAYLORSVILLE, UT 84123",(801) 915-2306
37.6241646,-109.478177,9602,"LUCERO, JULIE DBA JULIE'S DAYCARE",LICENSED FAMILY,REGULATED,2/6/07,16,"BLANDING, UT 84511",(435) 678-2988
40.2128559,-111.7256936,44659,"LUJAN, ANGELICA",LICENSED FAMILY,REGULATED,11/9/15,8,"PROVO, UT 84601",(801) 812-0511
40.299403,-109.9887605,58715,"LUNDSTROM, CLARRISA DBA LITTLE DREAMCATCHERS DAYCARE",LICENSED FAMILY,REGULATED,12/27/17,16,"ROOSEVELT, UT 84066",(435) 401-5595
40.2120325,-111.6302998,59420,"LYMAN, ANNETTE MARIE","DWS APPROVED, FFN",REGULATED,10/24/17,,"PROVO, UT 84606",(801) 830-4849
40.5141147,-112.0329938,15235,"MAAKE, ILAISAANE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,4/26/04,,"HERRIMAN, UT 84096",(801) 792-9822
37.1963372,-113.5966577,27093,"MACE, KRISTINE",LICENSED FAMILY,REGULATED,12/19/06,8,"SAINT GEORGE, UT 84770",(435) 668-0268
40.7095135,-111.9641728,59914,"MACHA, DILMA","DWS APPROVED, FFN",REGULATED,1/16/18,,"WEST VALLEY CITY, UT 84119",(801) 706-1939
39.626351,-111.4396325,59276,"MACKEY, MICHELLE","DWS APPROVED, FFN",REGULATED,9/28/17,,"FAIRVIEW, UT 84629",(435) 262-0424
40.5622956,-111.9998294,13715,"MADSEN, KIM",RESIDENTIAL CERTIFICATE,REGULATED,2/11/03,8,"SOUTH JORDAN, UT 84009",(801) 455-6361
40.569948,-111.8628205,33138,"MAFI, NICOLE DBA SANDY HOME DAYCARE",LICENSED FAMILY,REGULATED,9/10/12,12,"SANDY, UT 84094-4017",(801) 673-4060
40.5984908,-112.0357137,65015,"MAFUAHINGANO, SELA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/2/18,,"WEST JORDAN, UT 84081",(801) 858-1761
41.1768888,-112.0038311,64356,"MAGALLANES, TEOFILA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/15/18,,"RIVERDALE, UT 84405",(801) 870-6101
41.223,-111.9738304,63675,"MAGANA, SANDRA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/29/18,,"OGDEN, UT 84404",(435) 256-3184
40.7040224,-112.0950052,28572,MAGNA ELEMENTARY AFTERSCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,11/23/10,,"8500 W 3100 S MAGNA, UT 84044",(385) 414-1963
40.7040224,-112.0950052,3824,MAGNA ELEMENTARY SCHOOL FOOD SERVICES,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,1/1/90,,"8500 W 3100 S MAGNA, UT 84044",(801) 503-2574
40.6999374,-112.0924421,3622,MAGNA RECREATION CHILD CARE CENTER,CENTER,REGULATED,8/1/85,85,"3270 SOUTH 8400 WEST MAGNA, UT 84044",(385) 468-1835
40.8038325,-112.0237903,13480,"MAILAU, TAINA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/21/02,,"SALT LAKE CITY, UT 84116",(801) 450-5431
41.2979981,-112.0860538,16097,"MAISEY, TERESA",LICENSED FAMILY,REGULATED,2/18/05,16,"PLAIN CITY, UT 84404",(801) 391-9677
40.6738564,-111.8701333,34034,MAKIKO'S DAYCARE,CENTER,REGULATED,12/27/12,99,"730 EAST 4500 SOUTH MURRAY, UT 84107",(801) 738-1855
40.5344514,-111.939161,44174,MAKIKO'S DAYCARE CENTER,CENTER,REGULATED,8/14/15,40,"11930 SOUTH REDWOOD RD RIVERTON, UT 84065",(801) 738-1466
41.1859156,-111.8926303,16651,"MALDONADO, FLORINA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/22/05,,"OGDEN, UT 84403",(385) 298-8077
40.114955,-111.654923,56758,"MALDONADO, LUZ DBA MALDONADO CHILD CARE",LICENSED FAMILY,REGULATED,7/19/17,16,"SPANISH FORK, UT 84660",(650) 271-5060
40.5934061,-111.9641728,64255,"MANI, TEISA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/13/18,,"WEST JORDAN, UT 84088",(385) 775-0478
41.1668743,-111.9880199,2746,"MANNING, ANGEE C.F.",LICENSED FAMILY,REGULATED,1/1/89,8,"OGDEN, UT 84405",(801) 627-1849
40.6999925,-112.0118669,30637,"MANSFIELD, MEGAN DBA MEGAN-A-DIFFERENCE",LICENSED FAMILY,REGULATED,3/28/12,8,"WEST VALLEY, UT 84120",(801) 604-6353
40.6479987,-112.0059052,65740,"MANU, KAKAU HE LOTU","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/3/18,,"WEST VALLEY CITY, UT 84118",(801) 205-6993
40.8038325,-112.0237903,40997,"MANYUAT, ERNEST",LICENSED FAMILY,REGULATED,2/26/15,16,"SALT LAKE CITY, UT 84116",(801) 931-1477
40.7434064,-111.9880199,41020,"MAPENDO, BEATRICE","DWS APPROVED, FFN",REGULATED,7/28/15,,"SALT LAKE CITY, UT 84104",(801) 638-5331
41.223,-111.9738304,14511,"MARES, JULIA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/20/03,,"OGDEN, UT 84404",(801) 394-3633
40.7805258,-111.8991809,45161,MARMALADE LIBRARY KIDS CAFE,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/8/15,,"280 W 500 N SALT LAKE CITY, UT 84103",(801) 594-8680
40.6599468,-111.9963275,31475,"MARRERO, AURORA DBA LOLA'S PLAY HOUSE LLC",LICENSED FAMILY,REGULATED,4/26/12,16,"KEARNS, UT 84118",(801) 835-5865
40.7434064,-111.9880199,27133,"MARTIN, DIANE",LICENSED FAMILY,REGULATED,1/31/07,8,"SALT LAKE CITY, UT 84104",(801) 680-4372
40.6988631,-112.0416754,56114,"MARTIN, JEFF","DWS APPROVED, FFN",REGULATED,2/6/17,,"WEST VALLEY CITY, UT 84128",(801) 694-0948
38.9221856,-111.9340936,57515,"MARTINDALE, CINDY","DWS APPROVED, FFN",REGULATED,5/11/17,,"AURORA, UT 84620",(435) 201-4650
40.6479987,-112.0059052,63414,"MARTINEZ, FATIMA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/18/18,,"WEST VALLEY CITY, UT 84118",(801) 969-3342
40.6988631,-112.0416754,28962,"MARTINEZ, GIOVANA DBA RAINBOW OF LOVE",LICENSED FAMILY,REGULATED,1/24/11,16,"WEST VALLEY, UT 84128",(801) 998-8317
40.6777307,-111.9477777,37015,"MARTINEZ, LINA A. DBA LINA'S CHILD CARE",LICENSED FAMILY,REGULATED,2/27/14,16,"TAYLORSVILLE, UT 84129",(801) 946-7741
41.223,-111.9738304,58874,"MARTINEZ, MARIA DBA ZAIRAS DAYCARE",LICENSED FAMILY,REGULATED,6/1/18,8,"OGDEN, UT 84404",(801) 388-2391
41.6340996,-111.8521653,27987,"MARTINEZ, NORMA ALISIA",LICENSED FAMILY,REGULATED,4/20/09,10,"HYRUM, UT 84319",(435) 232-2419
40.5307776,-112.29828,28830,"MASCARENAS, ASHLEY DBA MORE LIKE AN ANT DAYCARE",LICENSED FAMILY,REGULATED,1/1/90,8,"TOOELE, UT 84074",(435) 241-8995
40.2128559,-111.7256936,65436,"MASI, LATU","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/19/18,,"PROVO, UT 84601",(801) 427-6569
40.6868547,-111.8446085,37376,MASTER KWON'S WORLD CLASS,CENTER,REGULATED,5/23/14,54,"3909 HIGHLAND DRIVE HOLLADAY, UT 84124",(801) 272-5444
40.693983,-112.077393,36335,MATHESON JR HIGH SCHOOL FOOD SERVICES,"REGISTERED TEEN PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/1/17,,"3650 MONTCLAIR ST MAGNA, UT 84044",(801) 503-2574
40.693983,-112.077393,53075,MATHESON JUNIOR HIGH AFTERSCHOOL PROGRAM (NBS),"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/31/16,,"3650 S MONTCLAIR ST MAGNA, UT 84044",(801) 718-4556
40.6777307,-111.9477777,31295,"MATOS, DOMINGA L.",LICENSED FAMILY,REGULATED,4/30/12,16,"TAYLORSVILLE, UT 84129",(801) 849-8223
40.7091121,-112.1016088,27185,"MAUGHAN, LILY",LICENSED FAMILY,REGULATED,11/2/06,12,"MAGNA, UT 84044",(801) 641-9284
41.6340996,-111.8521653,311,"MAYERS, LOREE DBA LOREE'S LAND OF LOVE AND LEARNING",LICENSED FAMILY,REGULATED,10/31/89,16,"HYRUM, UT 84319",(435) 512-9369
39.1252392,-111.8190914,11398,"MCARTHUR, LISA DBA CHICKADEES DAY CARE LLC",LICENSED FAMILY,REGULATED,7/1/02,16,"CENTERFIELD, UT 84622",(919) 402-3296
38.7724673,-112.0840943,1368,"MCCONNELL, JO LYNNE",LICENSED FAMILY,REGULATED,10/1/89,16,"RICHFIELD, UT 84701",(435) 896-8116
41.1596861,-112.166867,28017,"MCDERMAID, SHARYN",LICENSED FAMILY,REGULATED,10/23/08,8,"HOOPER, UT 84315",(801) 633-8479
40.3363082,-111.9880199,57401,"MCDONALD, KELLI DBA KELLI MCDONALD CHILDCARE",LICENSED FAMILY,REGULATED,5/18/17,16,"EAGLE MOUNTAIN, UT 84005",(801) 473-5793
38.7724673,-112.0840943,1334,"MCEWEN, AMY",RESIDENTIAL CERTIFICATE,REGULATED,6/24/81,8,"RICHFIELD, UT 84701",(435) 896-4016
40.6988631,-112.0416754,36374,"MCKALISTER, KARI",LICENSED FAMILY,REGULATED,1/16/14,12,"WEST VALLEY, UT 84128",(801) 205-6293
41.1880063,-111.9536926,3523,MCKAY DEE CHILD DEVELOPMENT CENTER,CENTER,REGULATED,10/2/89,118,"1045 EAST COUNTRY HILL DRIVE OGDEN, UT 84403",(801) 387-8050
40.6609843,-111.9164779,1923,"MCKAY, APRIL",LICENSED FAMILY,REGULATED,7/7/92,16,"TAYLORSVILLE, UT 84123-6696",(801) 313-9439
40.7095135,-111.9641728,13868,"MCKENNA, ROSELEE",LICENSED FAMILY,REGULATED,8/13/09,16,"WEST VALLEY, UT 84119",(801) 903-3477
40.6699288,-111.4923236,30198,MCPOLIN AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,1/18/17,,"2270 KEARNS BLVD PARK CITY, UT 84060",(801) 326-9151
40.896567,-111.888831,52506,MEADOWBROOK ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,8/15/16,,"695 N 325 W BOUNTIFUL, UT 84010",(801) 402-1600
40.779977,-111.947014,28786,MEADOWLARK AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,6/21/10,,"497 N MORTON DR SALT LAKE CITY, UT 84116",(801) 578-8529
40.7091121,-112.1016088,27420,"MECHAM, JESSICA DBA THE PRESCHOOL PLAYHOUSE",LICENSED FAMILY,REGULATED,5/25/07,16,"MAGNA, UT 84044",(801) 205-3377
40.5510478,-111.7376178,58156,"MECHAM, PATRICIA","DWS APPROVED, FFN",REGULATED,7/18/17,,"SANDY, UT 84092",(801) 571-0706
40.5141147,-112.0329938,39274,"MECHAM, TABITHA DBA CATERPILLAR CLUBHOUSE DAYCARE",LICENSED FAMILY,REGULATED,8/27/14,16,"HERRIMAN, UT 84096",(801) 979-3922
41.1768888,-112.0038311,63660,"MEDIN, JANETH","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/25/18,,"RIVERDALE, UT 84405",(801) 786-9797
40.2120325,-111.6302998,63656,"MEDINA, ANA LILIA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/25/18,,"PROVO, UT 84606",(801) 687-0173
40.3150359,-111.7018452,34754,"MEIER, KIMBERLY M DBA MEIER FAMILY DAY CARE",LICENSED FAMILY,REGULATED,3/19/15,12,"OREM, UT 84057",(801) 921-1387
41.223,-111.9738304,65857,"MEJIA, MAYRA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/7/18,,"OGDEN, UT 84404",(801) 941-7516
41.1943703,-111.9445174,28696,MELBA S. LEHNER CHILDREN'S SCHOOL-WEBER STATE UNIVERSITY,"DWS APPROVED, EXEMPT CENTER",REGULATED,10/20/16,,"1351 EDVALSON STREET OGDEN, UT 84408",(801) 626-6277
40.569948,-111.8628205,27468,"MELENDEZ, ELIZABETH","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/17/07,,"SANDY, UT 84094",(801) 417-9162
39.9755101,-111.7852106,14310,"MELLEN, KIM DBA STILL IN THE NEST DAYCARE",LICENSED FAMILY,REGULATED,7/15/03,16,"SANTAQUIN, UT 84655",(801) 592-3739
41.1768888,-112.0038311,46556,"MENCIA, IRIS","DWS APPROVED, FFN",REGULATED,1/29/16,,"RIVERDALE, UT 84405",(801) 920-9064
40.7095135,-111.9641728,39134,"MENDOZA, CITLALLI","DWS APPROVED, FFN",REGULATED,7/23/14,,"WEST VALLEY CITY, UT 84119",(801) 972-1589
40.7095135,-111.9641728,14405,"MENDOZA, EVA",LICENSED FAMILY,REGULATED,7/21/03,16,"WEST VALLEY CITY, UT 84119",(801) 897-9289
41.0893878,-112.0646657,41715,"MENDOZA, MARIA LEON","DWS APPROVED, FFN",REGULATED,5/1/15,,"SYRACUSE, UT 84075",(801) 774-9037
40.4141174,-111.7585414,26574,"MENESES, YESSENIA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,2/10/06,,"CEDAR HILLS, UT 84062",(801) 636-4583
37.1752607,-113.2899484,63455,"MENSING, MELISSA","DWS APPROVED, FFN",REGULATED,7/27/18,,"HURRICANE, UT 84737",(435) 817-2293
41.223,-111.9738304,54334,"MERKLEY, SKYLA","DWS APPROVED, FFN",REGULATED,11/28/16,,"OGDEN, UT 84404",(385) 389-9413
40.3882329,-111.7256936,15141,"MICKELSEN, RAINY",LICENSED FAMILY,REGULATED,3/25/04,16,"PLEASANT GROVE, UT 84062",(801) 796-9611
